sentiment,review
1, A Personal Note From the Author . . .: Nobody could have anticipated the recent events ever happening to our country. My heart and prayers go out to everyone involved including those watching from their homes that wish to help. I pray for you daily. I also urge you to help with your prayers and to find Jesus if you haven't already.In light of what has happened to our country recently
1, Geek Humour at it's best: Snaggy and Nitrozac show their teeth in this wonderful display of Geek Comedy. Whether you're a geek
1, Very good book I ever read: I found it very helpful to prevent medical errors occured in administration of medicine to patients. It should be read and considered thoroughly in order to give your patients a safer service.
0, Not her best work: I love Kristin Hannah
0, don't waste your $!: This is the worst product as far as cool mist humidifiers go. I just bought it today. I agree with the previous review...it's just a bucket of H2O with a *wick filter* & just a fan blowing cool air. I
1, Monster Book: Book is amazing. It has full color pictures from the actual Monster Garage show plus other pictures. It goes into the peoples careers who are fabricating the parts. Overall good value for the price.
1, Space by Andrew Chaikin: This is a coffee table size book with many spectacular photos from space and from other aspects of the Space Program. Andrew Chaikin has don his usual marvelous job with this book. It is even more than I expected and it was received in new condition on a timely basis. I intend to get all of Andrew Chaikin's books.
0, Lacking high level details: This guide is missing some essential details that are needed for higher level characters. It only has maps of about 3 cities (it doesn't have maps for Rome
1, Elvid - That's the Way it Is: This DVD of Elvis's times in Vegas is unbelievable. I am in awe when I watch it. So much better than the VHS version obviously because of the picture and 5.1 sound. On my bigscreen and home theatre system
1, must have elvis edition: this is my second elvis cd/dvd collection and its worth every penny
1, That's The Way It Is: RCA/BMG
0, LOOKS LIKE CHEAP BOOTLEG: SAVE YOUR MONEY
0, I want my money back from Time Warner: I just can't help believing! (Actually
1, DVD Elvis Thats The Way It Is: I was very impressed by the quality of the recordings and the picture was so crystal clear that it was like he had been flimed yesturday....it has a great song list....BUT....I actually sent it back because the bonus 15 tracks that where supposed to be extra footage where actually not included..and allot of the song that where in the supposed bonus footage are teh songs that I like most....it was a real shame that they missed out the bonus footage as it would of made an excellent addition to your collection...also one thing that really annoyed me was that It came in one of those cheap card board covers
1, Disappointing: The background music is not clear and the CD was a waste of money. One star is too high.
0, Pretentious and Too self-involved.: I am not quite sure if there is a plot in this novel. It is a preachy novel about pornography and journalism. Xan Meo is more like an idealogy than a three-dimensional character. There is a sense of superficial intelligensia. The novel meanders with Xan Meo's [complaining] practically about everything. Smoker the journalism is a much more interesting character
0, 3 Things about Yellow Dog: 1. Yellow Dog is a chore to read - its self-conscious post-modernity
0, Finish it
1, Captain Jack's woman: This is the pivotal novel of Laurens' Cynster series & Bastion Club series. For those unfamiliar with Mz Laurens' writting
0, weak effort: The book starts well
0, Poorly written and ill-organised: This could have been a very good book but the author seems to suffer from an inability to identify with an audience that doesn't already know the material.The material is all there and if you struggle through it you can find alot of useful insights...but more times than not the struggle isn't worth it. I can't suggest getting it unless you feel compelled to collect books on Apache or are in desperate need of more documentation.
0, Online docs will do...: I bought this book
0, Poorly organized and the butterthlies is a terrible choice.: This book is definitely a poor read. I got It because I thought the second edition would be a better read. These guys need to learn how to write and organize their thoughts better. There are other books that I'll buy over this one. The trick is to make it simple and have good flow; even the choice for the website (butter*) sucks. This review comes from a guy majoring in computer science.
0, Only a synopsis of info already out there: I could have written this book by struggling through with installing and understanding Apache myself. In fact
0, It's all uphill from here.: Usually purchasing an O'Reilly book on any topic is a virtual guarantee of excellence. This book is a notable exception. There are many other Apache books available
0," I need something better: I did not like this book. I think you can do much better with another Apache book. The authors basically wrote a diary of setting up a webserver from start to finish. They seem board out of their mind and try to be funny ever once and a while. They copy the man pages word for word occasionally.I need something serious and authoritive where the authors are passionate about the subject like the authors in ""Unix Power Tools"" or ""Unix System Administration Handbook""Come on O'Reilly"
1, Somewhat helpful.: This was somewhat helpful in my study of vintage clothing. It is not as helpful for my needs as The Dictionary of Costume and Fashion.
0, Best of Bobby Rydell: After placing one order over a year earlier
0, rating Of 1 Not For Bobby Rydell But For This CD.: This cd is a remake by Bobby of his songs
0, Rydell Remastered: This was the worst CD that I ever purchased. Remastered? It doesn't even sound like the same person. TOO much base. The original recordings from this era NEVER had that much base. Judging by this recording
0, No focus
0, My least favorite Swedish Beauty lotion: I've been using indoor tanning lotions
1," Great Book But Buy the Infinity Reprint Instead: ""Saint Jack"" is a great urban fantasy but the other published book is superior to this edition. The new edition has a larger type font and so is easier to read and contains great drawings which this edition doesn't have. So you should buy that instead of this. I happen to have both books being a big fan of this particular author."
1, What they promised is what I got: I've been very lucky with amazon since a lot of the times I end up receiving my products earlier than expected. This one I got it in time
0, 1 marker
1, Good movie!: I thoroughly enjoyed watching this movie and am glad I decided to rent it. It's a classic and must see for anyone.
1, You never really know someone: This is one of the greatest depictions of a woman gone totally f_____g off the deep end I've ever seen. Which brings me to my point: some women you can get with
0, Ho-hum: This movie was okay. The first 30 minutes were kind of a drag. I'm not exactly sure why this film garnered as much attention as it did. I made note of the old style taxi cabs
1, FATAL ATTRACTION INTRIGUE: JUST WANT TO SAY IT'S A MOVIE THAT KEEPS YOU ON THE EDGE OF YOUR SEAT NO MATTER HOW MANY TIMES YOU SEE IT. I SEE SOMETHING DIFFERENT EVERYTIME. I HAVE A QUESTION. WHAT IS THE LITTLE GIRLS NAME IN THE MOVIE? WAS IT ELLIE? WHAT'S HER REAL NAME? HAS SHE BEEN IN ANYMORE MOVIES? SHE WAS GREAT IN THE SHOW AND LOOKS LIKE A POSSIBLE ACTRESS TO REMEMBER. THANKS FOR ANY HELP OR ANSWERS.
1, Thrilling
0," Average Re-Thread but good storyline: while the Song itself is pretty much a Knock Off of ""The boy is Mine""&a few other things because I can pinpoint where Kayne West gets some of His Suff from"
1, by a reader/writer.: This author has the rare ability to get under the skin of wildly different characters to such an effect that the reader is not only entranced but emerges with a deeper understanding of these poor mortals
1, Great Cat: The catalytic converter did not look new like the picture you see on amazon. It looked a little faded due to shelf life or something but
1, Great reading regarding Waterloo: This book is the intersection of the families represented in These Old Shades and Devil's Cub(Avon)
1, The best book on World Class Manufacturing: This is simply the best book I have ever seen on World Class Manufacturing. It explains the concepts in simple terms
0, Too little useful information: This book's strong point is that it covers a very large amount of information on java programming. This
1, mormonism for dummies: I was very well satisfied with the book. It explains mormonism in words that are very easy to undersstand and it explains our beliefs accurately. It is very well written and complete.
0, Worst Possible Book on Mormonism: This author purports to be a Mormon
1," Hmmm...: I was so glad to see that this cd had all new songs on it except for ""The Year the Summer Ended in June"""
0, A Natural Disaster: I remember one time this song (featuring Joe) was being played on the radio and after the song was over the DJ said
0, Awful! Don't waist your money: This piece of junk stopped working after two times. Don't bother ordering this because you'll regret it. Hindsight is 20/20.
0, Amateurish disappointment on a major league level: This book was scrapped together with content almost totally downloaded from software makers' web sites. Not even edited together in any coherent fashion. The same topics were treated multiple times in numerous places. Mr. Roman may be knowlegable about PDF workflow
1, Good book for a new developer: I've been trying to make the jump from hotshot user to developer since my job has me developing applications for other users
0, Every time i S@#T
0, not a good book to start with: if you start learning UML
1, Unusual and surprising read: Recently I read the wonderful Peace Like a River
1, Great for Heels: I bought two of these and stacked them on top of each other. They were super easy to assemble and I love that the length is adjustable. I am using them for heels
0, Hope springs eternal: I would truly
0, dissappointing: I expected a mix of some basic information and new sources or ideas
0, Battery Life: I received the F800 in good order and time. The battery failed within a week after first usning it. I was very careful not to leave the unit on after using to insure battery life. Perhaps something else failed but the results were the same - - - in the garbage can!
1," Great advices.: Internet books usually have an ""expiry date"""
1, great: Denzel Washington
1, Hollywood action with heavy drama (4.5*): This moviecould be described as Cape Fear In The Ghetto - Jon Lithgow matching Robert Mitchum in the powerhouse acting department
1, The first movie to actually Shock me!: I first saw this movie just 2 years ago. I had already seen Pulp fiction
1, CARLIN...THE CAPTAIN OF COMEDY: I am so glad I was able to purchase this DVD as I live in Australia where George Carlin is not available. I've loved Carlin since college...and the older I get
0, Only 1/2 the lights worked: I bought 4 boxes of these lights and in every case
0, Blu Ray ok movie was not: This is for children with imagination. I watched this 30 times as a kid and loved it. I have no idea why its pretty simple and bad. Kids may still sit through it.
0," ThE NoThInG: When the villain of the movie is ""The Nothing"" don't expect the movie to have all that much in it. No sword fighting"
1, This movie brings you to a world of woderful imagination.: This movie is about a boy who comes upon a book that looks too wodorous to be real. As he reads the book he soon becomes a part of the story and ends up having to save a world of imagination called Fantasia. You will watch as Bastian
1, DVD: In a cardboard/plastic box. Mine came with the middle tab broken so the DVD is a little scratched from rattling around. Can't really complain for the price.
0, movie: Bought this item because it was a old time favorite from when I was a kid. Thought my son might enjoy it. Was shipped fast so I was happy with that. However the quality of the movie was not impressive at all. It looked as if it had been a poor copy of an original.
0, TERRIBLE job
0, nonononononononononononononono: I suppose most of you who are raving on haven't read the book. If you do you'll realise the movie is trash. It stops where the book actually begins! Whoever made this movie just ddn't get what the book was about - it has so much depth!!!! The movie is just superficial special effects. Forget it! The movie ends with someone saying how many wishes Bastian gets to have fulfilled. The book shows just how furtile the entire proces of wishing is; it is a mystical tour-de-force. The book is 10 million times the calibre of a cartain litle wizard who is getting too famous for the good of him. It has depth. It has everything. Read it! ANd forget this movie.
0, Zero stars. Please don't buy this.: I'm flabbergasted that they put the dumbed-down tv version of this movie on dvd and not the theatrical version. They took scenes out
1, Talk about a classic...this is definately one!: This movie is one you will want to watch over and over again. It is an 80's classic and has far outlived it's decade.
1, This book is good on what it hits.: But it focuses on IP routing. This book contains lots of information on analyzing IP routing processes but other than the includion of IS-IS
0, Mesmerizingly Dull: If you have ever been cornered by an innkeeper or B & B owner whose life contains five minutes of interesting tidbits
1, Please book the 1st flight to Anguilla!: If you have had the good fortune to visit Anguilla this is 'must reading'--you'll want to savor every word
0, Never mind: I ordered this chandelier for a small bathroom. I was very pleased with it when it arrived
0, Too gaudy: Item arrived quickly and was well packaged.Bought this light fixture for our daughters room. It's cute but the larger plastic crystals are too big and so they all hang close together and overwhelm the overall look/feel of the light fixture making it entirely too gaudy and cheap looking. The same goes for the matching table lamp.
1, catchy story!!: at first i doubted it'd be like old-foggie style and really boring
1, Fantastic book - and more!: I love this book. I love this film. It is a rare gift to love both a book and the film made from it
0, The Princess Bride 1st (first) edition Text Only: I ordered and received a copy of The Princess Bride. It was represented to be a first edition which is why I bought it
1, I love this book!!: This is a book everyone can enjoy It has Action
1, The BEST book ever written!: I am 14 and this is my favorite book. It has everything a book should
1, Who are you people?: It's been some time since I read this book
1, That rare thing
1, An all-time favorite
0, For once
1, GREAT READ!: This book is truly awesome! I have read it every year since 1997
0, I liked the real book
0, Not really...: I loved the princess bride. I liked the movie and I own the book. I loved the book so much I got it on my kindle too. But
0, The Princess Bride by William Goldman: I was very disappointed in this book. William Goldman totally ruined it for me. He opens with 31 pages of a long
1, Book club: My neighborhood book club read for November. I enjoyed reading it
1, Always an adventure
1, Did the Trick: This book was a great help when I decided to take on the task of developing my company's database! It showed me all the tricks and tips that I needed to get the job done.
0, I don't know what shape person this is supposed to fit...: This jacket is basically just a windbreaker
1, Nice: Well made jacket. Rugged
0, Good songs but technically flawed recording.: While the 2 CD set contains some good songs
0, Too big
1, A tragic tale: This book will keep you awake all night. Although you know Mr. Lincoln will be killed - it makes the reader keep hoping it won't happen.
0, A great book... in its time. Check out the 2nd edition.: This was a great book in its time. It helped introduce me to SCSI
1, great: The item came in excellent conditions
1, great movies: we have watched these over and over. this is a great movie and the price for both movies was so worth-it. these occassionally come on TV but with the disks we don't have to fuss with commercials and can rewind
1, Good movies: both like I remember them and good glad the I got them haven't seen in a long time
1, Even if you know how to write a Complier over the weekend...: and no one can teach you anything new
1, Great product! It is 614: I have been using GUM proxabrushes. it is very difficult to find in stores. I usually get them at Wal-Mart. But recently I don't have any luck at all. They always run out of it. I am very glad to find it here. It is even cheaper than Wal-Mart. Shipping is fast
1, Why make it from scratch??: I was a bit skeptical about a packet mix
1, A lot of fun: Another film that was showing in selected theaters only - not where I live!!!!! Couldn't wait to get this one after seeing a brief trailer. This movie was a lot of fun. I enjoyed the whole shabang. Easy to watch
1, could be cheaper: I like the .mac account
0, Forget the storage case: I bought this saw just to have a handy second saw in the garage. I figured the storage case would be handy
1, HTC PM7000 Portamate Miter Saw & Power Tool Work Center: Excellent product. Good value
1, AWESOME: This thing is sweet. I do however wish it was easier to get replacement parts (extra mounts for new stuff) you can pretty well only find stuff online for this brand. But overall it is great
0, Way to floral: I didn't like this fragrance its very strong and floral. It does last a long time if this is they type of scent you're into.
0, Clichéd: This is the first time I have ever written a review of a record on here and unfortunatly I've been moved to do so through abject boredom.This is the most clichéd
0," Paradise Lost: I am innately suspicious of films that were bombs that later develope cult followings which appears to be the case with ""Phantom of the Paradise"" after perusing all the 5 star reviews(?!). I enjoyed director Brian DePalma's earlier forays into comedy with ""Greetings"" and ""Hi"
1, Ready for something different ?: Phantom of the Paradise is a breath of fresh air. The first to give you split-screen and more is a classic love story. And good against bad. Root..Root...Root for the good guy. Hiss at the bad. Is it a nightmare or is it the music industry. Suprise: It's both.
1, High Quality Bag: I was looking for a small bag that I could use on day trips or hikes. I did not want a huge bag to keep all my lenses and accessories. This is perfect for my needs. I have a Konica Minolta 5D with a 28-75 f2.8 lens attached
1," This completes the Kindle ""Nuala Ann"" Collection!: I originally had to buy ""Irish Lace"" in a print edition because it was the one Greeley novel missing from the Kindle collection of ""Nuala Ann"" stories. I'm glad that the omission of this second novel in the series was finally corrected. It carries on from Nuala's arrival in Chicago at the end of ""Irish Gold"" until her engagement to Dermot Coyne prior to ""Irish Whiskey"". It's nice to have all twelve novels in the series available on my Kindle."
1," As good as ""Gold"": Continuing the saga from ""Irish Gold"
0, Junk: Optima battery is garbage.. mine failed in 2 years and optima wont honor warranty because I bought it from amazon.
1, awesome.: This is an awesome battery. The only negative is the install into my 2006 Hummer H3 was a bit tricky because it sits weird in the battery box. Its not level and doesn't look right
0, Viewer BEWARE! This is not a Horror Movie or even a good movie for that matter: My co-workers and I decided to watch this during a slow day at work. Judging by the cover
0, Started interesting: It certainly doesn't lack a twist
1, Warming to the cause: After reading the first of this series I decided to jump straight into the second book and was glad I did. Following the various characters and their adventures without to much back-writing to introduce the characters for those who had not read book 1 was a great advantage to being able to follow the story into this second book. The story continues without too many new characters to hold up the continuity. And so the adventure continues.
1, Not as great but still very good: I was a little disappointed in the sequel
1, Jordan takes off: While I enjoyed the prequel
1, Roads To Koktebel was ANOTHER great Art House Film: I agree that the pace was slow
0, Lame: This movie drags on and on
0, Como arreglarlo: Esperaba mucho de este juego... lamentablemente cuando por fin llego venia con las 104 cartas.. de color verde!!!.. sin artefactos ni los otros decks...que lamentable que no pongan atención en esta manufactura... ahora tengo un juego inservible.. a la basura los 25 dlls
1, wonderful toy for preschoolers: My daughter just loves Little Leap - she considers him her friend. We spend hours playing with Little Leap. She has learned the alphabet and loves to sing along with Little Leap.She gets so excited when Little Leap asks her to pick the next letter and she gets it right. It is teaching her so many concepts relating to pre-reading. She is able to identify letters and is very proud of herself.Thank you for such a wonderful
0," Makes too much noise!: The sounds that the frog makes are very ""tinny"" and it is hard to understand what he is saying. I need to look at the letters/picture buttons in order to understand the corresponding sounds. Although this toy turns itself off"
1, This Diverter Draws Attention: This is THE best diverter -- primarily because it is the valve AND trim in one!! I will
0, What a disapointment :(: Didnt like this series at all ... cheap production very disapointed.... would send back if I could ....would cost me too much in postage ... dont buy :(
1, Vermeer's Genius Revealed To All: This was the most interesting treatment of art and artists that I've ever been exposed to. The various art experts that appeared in the film went into great detail about the techniques used by Vermeer to obtain his wonderful lighting effects even showing
0, A Great Disappointment: After looking forward to this recording with much fervor
1, WHAT?: These are great songs but I agree with earlier reviewers. This is not a greatest hits album. Why so few tracks over 2 cds? Roll With It
1, great shipper!: I had to purchase this book for my daughter's AP Biology class. The book was just as described. Excellent condition and everything included. I received the shipment promptly.
1, Out of Exile: A moving story of a life of the mind by one of Indonesia's seminal political thinkers and actors
1, Wife loves it... which makes me happy: Got this for my wife's Christmas gift last year. She loves it. It matches our other bedroom furniture too. I was impressed because it wasn't as cheaply made as some of the comps. I was hopeful the back would be decorative as well
0, Disappointing!: Although Juliette Binoche and William Hurt turn out imaginative perfomrances
0, Aikido is not a sport: Aikido was never meant to be a sport and has never even considered itself to be. True aikido rejects all forms of contests and tournaments. Only Public demonstrations are given or should be given to show a display of constant training
1," A really good young song writter: My girlfriend and I went to go see Jessica Simpson in concert and Ryan opened up for her and everbody loved him. He played about five songs and all of them where great they had great song writting and the music was very catchy and he has a great voice I really like ""Shame On Me"" on the new album I cant wait til his CD comes out Ryan is going to be the next big thing look out for Ryan Cabrera and buy two of his CD one for home and one for the car."
0, meh just buy the whole album: which has 11 other songs just as good as this one. Just buying the single is a waste of money.
0, worthless: I was very displeased with this book. It is shallow bunch of trite
0, Yawn...: After reading just a little of this book you can stop turning pages because it's obvious what's going to happen next. Boring and predictable; I've read this book before
1, What are the critics thinking?: I don't know who wrote the reviews panning this book. I thought it was GREAT! The history was NOT inappropriate
0, Don't waste your time: Quite possibly one of the worst books I have ever read. I think the author may have been going for a satire of the Scarlet Pimpernel story
0, How disappointed can a Book Club be?: Based on a review of this book
0, Dumb.: As a fan of The Scarlet Pimpernel
0, Silly story: I read it quickly and thankfully it was soon over.Not much to the story except to highlight how one teacher dealt with her midlife crisis.Sky61
1, Christmas Would Be Just Another Day without Brenda Lee!: This is a great CD. But of course all Brenda's are. If you aren't in the Christmas mood
1, Obsessed: After just one show of Dexter I was hooked! Every season seems to get more and more interesting. I love this season and this show!
1, Great series!: I bought the first 3 seasons for my son and ended up enjoying it too. I can't wait until the newest episode airs tonight.
1, Dexter Blu-Ray: I haven't watched it yet
1, The series that keeps you coming back for more!: We've been watching this from Season One to Season Seven. It's truly awesome. Every season just gets better. You'll love all seven seasons from beginning to end. Don't miss any of them.
1, The best TV show ever: I have seen both season 1 and season 2 of Dexter and just can't wait for the third one to come out on DVD as this is our prefered way to watch it because my husband and I become so hooked we can't wait a whole week for the next episode to come on. We would watch 5 or 6 episodes in one night.It is by far our favourite TV show full of suspence and twists.Highly reccomended to all.
1, Love Dexter: I have watched Dexter since the first show on the network stations. That got me hooked! When I learned that I could purchase the DVD's on Amazon I just had to have them. Amazon.Com has been great! What I like about Dexter is the fact that he lives a regular life while having this one secret! I watched Michael C. Hall on Six Feet Under and loved the part he played
0, Just not getting it: Since many languages are based from the Latin
0, Broke my kindle.: In short
1, Tale of Two Cities - Baltimore / Indianapolis: This superbowl V I remember as a youth barely and it was great to re-live this moment on dvd! I always loved Bubba Smith and the Baltimore Colts defense. On this viewing
0, ONLY 20 MIN LONG! NOT A REAL MOVIE: Full price for a 20 minute short? I feel ripped off. It was my fault for not reading the entire description
1, Overall Very Good: The cinematography is breathtaking and the acting is great (except for Bergeron). Powerful story. Worth two bucks to rent on Youtube rentals.
1, fleece bone pillow: I love this pillow! I have had neck problems for years and this pillow has really been a lifesaver. It is so comfortable and has stopped me from waking with neck pain. I take it everywhere I go so I always get a good nights sleep. I would highly recoment this product to anyone but especially those with neck pain issues.
0, Uncomfortable: I was disappointed with this purchase. I had a neck-bone pillow for several years that was just wonderful. Unfortunately I left it at a hotel and wanted a replacement. This one was much wider at the spot where you would place you neck. The additional height made this pillow very uncomfortable to say the least. I would not recommend this to anyone. Wish I returned this the first day I got it.
0," The 8th Man episode is incomplete: I have fond memories of ""Tobor the 8th Man"" from the mid-60s and I wanted my 4-year-old son to experience the character. Since the quality of everything on this DVD is cr*p"
0, Customer service: Hopkins EASYLIFT Tailgate EasyliftMy easylif broke after approx 11 months. I read some of the customer reviews and learned that I am not the only one that has experienced this issue. The reason for my submitting this review is to inform others of the outstanding response I received from customer service. They are shipping me a new item and have provided me with a return shipping label for the broken item. GREAT SERVICE!!!
1, An exciting ride!: I enjoyed the development of the novel and found that I could not put the book down. I enjoy reading Tom Clancy novels
1, Another winner: My kids LOVE the Magic School Bus videos. The whole family has learned something
0," Misleading material: I purchased this book after taking the 029 test. I can honestly say that the ""test questions"" in this book bear very little resemblance to the questions on the actual test. The questions on the test are complex and difficult (often taking more 4 screens to present)"
0, Uh uh
0, Big Let-Down: The whole idea of the book is fasinating; I bought it without any recommendations because it sounded interesting. I kept hoping there would be a wonderful ending to tie all of the scattered writing together
0, Mostly disappointing: This is a somewhat well written book. Character development and dialogue are much better than in DaVinci Code. The plot is weak
1, Farm Torch: This is a really great tool. It burns hot
1, Fiesta Napkins: FIESTA.....what's not to love? These are great
0, Price increase
1, Art and Pharmaceuticals: An astounding
1, Great!! a must buy if you are going to pass: I just took the network essentials exam and passed with room to spare. The book took what I had learned in the McBook (Microsoft Press Book)
0, The manga is better.: The anime would probably only appeal to fans of the original manga (comic.) For those not in the know
0, KIMERA is and anime joke!: This is the most horrible Anime I'v ever seen! DONOT buy this tape! It has an excellent cover but the story and drawings where worse than bad! I only rented this movie thank god
1, Woolf's last novel: Between the Acts (BtA) was Woolf's last novel
1, Pretty good.: I still liked this book but there is other chicken soup books that are more interesting
0," Doesn't compare to the first ""Teenage Soul"" book: I recieved both books for my birthday"
1, Sad
1, A paper best-friend: To put it succinctly
1, Almost better than the first book!: I stayed up all night reading that book and even if I almost fell asleep in class the next day i consider it well worth my time
1, Nothing lacking: I'm satisfied with the brightness
1, I love Willie.: I may wear out the CD just by playing it while in the car. The lyrics are so amusing and just fit the two singers and their life style.
0, Bummer: Arrived with the thermometer broken off from base. Could not return because of the liquid used in the themometer. =( Looks and feels cheap.
0, Don't bother with this brand: I ordered one of these buggers and noticed a couple of defects. 1- it was incredibly low powered and 2- there was no difference in power level from switch 4 to 5. Amazon was kind enough to send me a replacement. The new one is a bit more powerful
0, Couldn't watch: I started trying to watch this and couldn't get more than 20 minutes in. Others my find it a good movie
0, RoboHelp 2000 for HTML Help: I was greatly disappointed with this book. It is poorly organized
1," Underappreciated WWII fiction of Panzer Grenadiers on the Eastern Front: Really good fictional account of a squad of Panzer Grenadiers as they fight to survive on the Eastern Front during WWII. This guy was actually a Panzer Grenadier on the Eastern Front during WWII and by the descriptions you can believe it.This author also wrote ""Panzer Grenadiers"" which is slightly better well known"
0, Collapse by Jared Diamond: the picture led me to believe that this was the CD set that I was listening to from the library.It may be my own fault that i didn't pay attention when ordering that I bought a condensed version.Be careful if buying this that you don't buy this disappointing set.
0, Pretty Basic: There is a lot of the author's rantings about big business and mining in his state. His ranting went on for nearly 100 pages
1, Five ways Civilizations Die - We are working on it: An excellent book that details the various ways those civilizations can collapse. He studies civilizations that have collapsed
0, Surprised at how bad this was: Jared Diamond can type a lot of words
0, Plates missing from the Kindle edition: This (excellent) book comes with two sets of images: 1) maps of the places where the different societies mentioned lived (Easter Island
1, Important
0, Interesting
0, A lot of phaff and only directX 5.2: First and foremost this book was written when directX 5 was the standard. Now we are up to 7/8 and I assume there have been many changes
0, Chasing Ghosts from an Invented Past: Hongo delights us with his poetic voice and I was expecting big things with this memoir. But doesn't a 'memoir' mean you've spent some meaningful time in a locale and are a bit of an expert on it? Hongo left Hawaii for California at a young age and knows little if anything about the history of the aina. His spiritual angle on looking at a leaf
0, Disappointing!: I don't like this book at all. A pity as it is well-written
1, TO COMPLETE YOUR GIORDANO COLLECTION: AMAZING. TWO UNKNOWN OPERATIC JEWELS FOR THE PRICE OF ONE. FIRST; LIVE PERFORMANCES THAT ARE ACTUALLY WELL RECORDED
1, cannabis growing: This is the most comprehensive guide that I have seen on growing cannabis. A must for any one serious about growing marijuana or curious of the process.
1, 5 Stars: Amazing work
0, New York Times Crossword Puzzle Dictionary: The book arrived promptly
1, The best product for crosswords.: This is my second copy of The New York Times Crossword Puzzle Dictionary. I am replacing the first copy that I have worn completely out from constant use. I have over the years found no better assistance for crosswords than this product.
0, Disappointing: The potential for this to have been truly great is lost by the focus of the film. If you are not familiar with Mr. Carey's remarkable work
1, EMDR: This is a must have book for those using EMDR
1, Nice
0, For Programming Novices Only: This is for beginners only. Examples and explainations are very simplistic and do not provide the detail necessary for creating a real world messaging application. Much effort is expended providing information on using the Visual Basic IDE and on creating a UI. The code examples also demonstrate poor programming practices. I would not recommend this book to anyone. If you would like a good MSMQ reference buy Designing Applications with MSMQ by Alan Dickman. It is not perfect but is the most comprehensive text on MSMQ that I have read so far.
1, Never an IPOD believer..now I'm sold: I have never been a believer in the IPOD before. Always seemed to fragile and too expensive. I had a Creative Labs Zen that was sturdy...took abuse...but heavy...a bit cumbersome. I saw the Nano and immediately checked it out. Was I wrong about Apple. This Nano is amazing. I had it for less than 2 hours and put about 400 songs and more than 200 clear
0, BATTERY SUCKS: So I was the first kid on the floor with the IPOD NANO
1, ipod nano 4gb-white: I love the ipod nano. It started when my friend got one
1, It's an iPod --- what more do you say?: I am giving it a 4 due to the simple fact of battery replacement. I am not looking forward to the day that it simply doesn't hold a charge anymore. But
0, Won't work with Windows: Don't waste you hard earned cash on this if you plan on using it with MS Windows. Windows recognizes the iPod but Apple iTunes does not. After 32 hours of trying to get it to work
0," No customising!: I should have paid more attention to the title. It's called ""Administering"" SAP R/3 and not ""Customising"". It explains how to use the different SD functions not how to implement them. Unfortunately"
1, A National Treasure: This double CD is stuffed full of great songs and amazing stories. My favorite stories are of Elaine's date with Marlon Brando
0, Disappointing!: This book was so disappointing! It lacked applicability to using the Active Directory.
1," Comfort food and reading...: The recipes in ""The Country Gourmet"" spin a tale of comfort as well as good eats. The remembrances of the author's mama and her love of food and life does more than feed the reader's soul"
0, It had it's good moments: I'm not sure what to say about this book
1, A thrilling life size novel.: This book was great. I was actually made to read this over the summer. When I first looked at it
1, An Exciting Read: Unique in that the narrator and heroine
1, Extraordinary!: Even a voracious reader (such as myself) can sometimes be unaware of a new voice in the land....I was unaware of Barbara Kingslover
0, It's all down hill from the Poisonwood Bible.: The first book I read of Barbara Kingsolver's was The Poisonwood Bible. It was so good that I decided to read more of her stuff. Unfortunately
0, Asimple REVIEW of us
0, H8ted it: I thought that it was really boring
1, AN ENJOYABLE READ: This is a story about a Taylor - a young woman who leaves her small Kentucky town and heads west - hoping to make something of her life. In her travels
0, A very disappointing read.: The Bean Trees attempts to address so many vital issues: adoption
0, Interesting
0, Don't Waste Your Money: This book is an autobiography of Nicolas Darvas' life. There is nothing describing in clear detail the system he used and how he used it. Nicholas gained most of his money when he bought a cheap stock on a wim for maybe 5 or 10 dollars and it magically shot up in price overnight and was restricted from anymore trading. He sold one stock that magically shot up for 171 dollars a share
0, Entertaining but not enough details: I got this book based on so many 5-star reviews posted here. This book is indeed entertaining for leisure reading. However
0, hope for the stupid: This book illustrates that if someone as stupid as Nicholas Darvas can make money in the stock market so can you.After all
0, One of the VERY WORST!: This is one of the worst books I have ever read. The actual investing technique the author used is explained in less than half a page at the end of the book. The rest of the book is just piles of completely useless and irrelevant stories about the authors travel and adventures that have absolutely nothing to do with his technique or investing.The technique explained at the end of the book is one of the most basic techniques in Technical Analysis (TA). In the TA terminology
0," False advertising - avoid: Amazon claims ""training DVD to teach you all the features & functions & HOW TO USE & MAXIMIZE your Garmin unit"". What can I tell you? There are many many features and functions that are not mentioned at all. I have told Amazon to modify this claim and of course I am retuning it to them."
1, One of many great anime: Im 13 years old and I love this anime.Why
1, A Must Have
1, Great...: This show is my fav Anime series... its even my first..it has a killer story and very like-able charactors....
0, WHY??!WHY?!?!WHY?!?!: Why did they do this? why did they make a direct to video sequel to a movie that made money?It screams for a big screen sequel that starts off where the original ended.not a flick that takes a simple premise and dumbs it down
0, Definitely not Carpenter's best..: Definately not one of Carpenter's (who I am not a huge fan of anyway) best; it was written very lazily & directed (and acted) badly. Maybe it was the stupid/lame title
1," Come on....it wasn't that bad.: The movie wasn't as horrible as some make it out to be. It surely wasn't ""the worst vampire movie ever"". Jon Bon Jovi didn't suck in the roll either."
0, 0 STARS: Los Feces: Jon Bon Jovi should definitely stick to singing because he's a horrible actor
0, Dont quit your day job...: Dont waste the money on this stinker. Jon
0, Justin and the Best Biscuits in the WorldJP: I Didn`t like it because it makes me feel bad when I read about responsibility. It is also about family value and I like that. So
